coded_to,user_common
SJC0333,PMC0328
JIM0095,ENL0100
CSP0197,TOR0193
AMH0794,MHA0798
NNA0610,SCF0608
BIH0745,GCC0744
NAF0326,MCF0327
RKD0604,BEH0615
MSH0040,CSC0217
ASS0517,NGC0058
BKW0374,JLM0364
KBP0008,MSS0001
HAV0121,COF0120
PRM0740,MHG0733
KDS0349,EBC0390
SBQ0786,SMB0804
RDM0115,DIW0118
UAD0771,GKO0078
RLG0856,WXH0872
JML0909,SED0886
FTM0406,HRB0351
VMJ0147,IEB0153
KJA0152,IEB0153
HAD0246,HPH0075
KES0729,MGS0974
DBS0235,LRR0148
TNM0961,LRR0148
MOS0047,BBS0039
JTM0223,BBS0039
MGS0974,AOB0019
TCD0009,AMM0014
DTP0379,AKR0057
GJT0386,RJM0381
FSC0601,JAD0609
MTB0620,JAD0609
RHL0992,KCO0122
HAV0121,KCO0122
BRM0995,KCO0122
GTD0116,KCO0122
LLV0602,JJH0613
EZT0640,BCM0653
JER0404,CSC0217
LOF0311,IMG0320
DMG0358,IBB0359
CCA0046,FAW0032
ACC0042,FAW0032
HWY0038,FAW0032
TSM0363,JRS0362
NWK0215,ARL0034
HIW0536,KBC0054
HJB0742,GMF0738
CGF0337,DFH0188
XHG0902,KRL0501
CJC0494,KRL0501
MDM0625,DMM0623
CSH0626,DMM0623
JOM0750,VCY0751
WPR0368,TSM0363
HCV0478,OLF0504
KPR0497,OLF0504
CJC0494,OLF0504
YEV0793,RZC0746
GJT0386,EBC0390
BTN0061,AKR0057
HFB0347,DOL0332
ARA0252,HAH0248
TEB0251,HAH0248
LCB0664,UJC0737
AKH0758,UJC0737
EZH0736,UJC0737
HDL0748,UJC0737
HCS0003,HTH0007
MDM0625,CGA0629
WDD0366,IBB0359
MOS0047,UIR0043
HWY0038,UIR0043
KKW0879,SAP0867
IJW0851,MAH0864
WXH0872,MAH0864
WKF0012,MAS0025
VMJ0546,KRM0541
BMC0547,KRM0541
NRD0548,KRM0541
WXH0872,ZJE0857
CTW0500,DBW0483
AMR0318,KCS0173
HKR0628,MDM0625
JJH0613,MDM0625
BAM0611,MDM0625
GBM0603,MDM0625
PBP0002,BTW0005
WIQ0567,JNJ0556
SLB0049,TVS0050
SLB0049,FKK0055
HIW0536,FKK0055
SIJ0661,FKK0055
KDS0349,FKK0055
CIG0052,FKK0055
BJW0619,BAM0611
PBP0002,COM0321
OJK0233,DZC0228
MLD0755,GMF0738
NKH0807,JPW0741
DHM0937,JMC0925
ASS0206,CEB0210
ARL0034,CEB0210
NGF0157,EIM0156
SRH0155,EIM0156
SAK0375,LBC0356
BAJ0654,LBC0356
CBB0365,LBC0356
GZB0469,AJH0175
BTL0226,ARL0034
CCC0393,IKR0401
JBM0350,IKR0401
ASS0206,FLM0213
AMV0036,FLM0213
IDO0176,JCR0172
CIM0271,DVW0103
SSS0345,KMW0545
HAV0121,KCO0122
KBL0260,EHD0584
JBD0616,BEH0615
AAE0190,HSB0196
MBG0438,CNE0352
RAS0432,CNE0352
FKB0163,DRR0162
RJB0088,LPC0492
WKF0012,HCS0003
CAM0681,SAC0687
ASG0692,SAC0687
SOF0808,GAF0570
RRP0568,JFC0557
QRM0739,HDL0748
JAV0361,KJP0371
BSS0369,KJP0371
WPR0368,JLM0364
JOL0024,HPM0986
FLM0213,JRG0207
ILR0304,ROB0272
NCE0097,ROB0272
ONL0276,ROB0272
ESH0283,BLB0114
TDJ0998,SAA0999
BBS0422,RGN0408
OYM0026,ESA0642
AKC0924,RAW0915
RSC0089,DMK0257
PES0085,DMK0257
RJB0088,DMK0257
LAM0911,FKK0055
AQD0820,VFM0814
HLM0933,JMC0925
JCR0172,LHL0309
ARD0509,SDF0017
KJS0618,BEH0615
BMC0547,ALD0544
VIA0063,HVF0067
LNR0656,CSB0080
KWE0082,CSB0080
HCV0478,NAH0503
AKW0167,AJR0319
AAE0190,KBP0008
PBP0002,KBP0008
ETR0428,DGF0443
WKF0012,AMM0014
CPG0322,HKI0171
GCS0518,TLK0993
CLH0703,XLB0710
LBF0214,TQS0212
RAG0275,NCE0097
ROB0272,NCE0097
HAM0985,TDS0984
HRL0540,GNS0178
KBL0260,DMK0257
DBG0261,DMK0257
MIL0255,DMK0257
ZDW0859,GRM0868
GZC0735,MLD0755
BCM0653,KNW0644
SMY0792,AAF0791
SMB0804,AAF0791
MAE0331,CTR0341
FLM0213,HVB0037
CIG0052,HIW0536
FTM0406,HBO0413
SBN0495,CJC0494
AJR0319,AJH0175
MSZ0310,AJH0175
LHL0309,AJH0175
SBK0161,DCC0160
KRG0158,DCC0160
CCH0685,SAC0687
SBQ0786,HBB0056
KDS0349,HBB0056
SJF0094,AMD0077
RVC0232,JLW0053
DBS0235,JLW0053
KKC0683,SAC0687
LCB0664,SER0165
MAW0166,SER0165
VCY0751,MAD0753
EZH0736,MAD0753
KWE0082,HAH0248
ONW0083,HAH0248
FUM0015,JDC0030
CCW0031,JDC0030
FBA0348,JDC0030
NCH0179,RHC0335
AKK0329,RHC0335
WIQ0567,DGF0443
TSB0437,DGF0443
HTF0641,DGF0443
IRT0491,OLF0504
OCB0805,AJF0370
NGO0690,IAR0694
OMS0101,RAG0275
ZJS0269,RAG0275
PNH0761,CFM0767
ARL0034,TQS0212
JRG0207,TQS0212
SXM0895,EFS0882
KJS0618,LCD0622
NMC0486,KAT0489
BRB0355,AMW0392
CJF0802,AMW0392
HJA0018,AOB0019
TEM0977,AOB0019
BBG0325,WBC0315
AKC0924,CRK0916
RUM0880,ATE0869
PTH0830,WAB0143
KKS0119,WAB0143
JLW0053,UCS0227
ENC0234,UCS0227
NGC0058,UCS0227
SXM0895,WNB0908
CIG0052,ANP0555
CSJ0340,NHH0185
PGH0184,NHH0185
GNS0178,NHH0185
LNS0989,DIC0988
CAB0388,ASL0378
DDA0476,NMC0486
CTW0500,NMC0486
DBW0483,NMC0486
SSG0250,BIS0247
SMW0084,BIS0247
PTH0830,BIS0247
CMM0487,BEC0505
IMB0481,BEC0505
CTR0341,BLL0929
HLH0512,MAW0166
AMM0014,BXJ0010
BTS0011,BXJ0010
LBF0214,HVB0037
LCB0664,FBW0747
DSB0731,FBW0747
MIC0726,FBW0747
MNS0224,GRC0145
GAF0570,RRP0568
DOP0562,RRP0568
KSH0569,RRP0568
TSM0363,LBC0356
RNF0765,NMG0766
RIH0777,NMG0766
HAH0760,NMG0766
FUM0015,JGM0934
SBN0866,RLG0856
EIM0156,CBB0365
KCO0122,HOB0994
HLM0933,VEB0935
CMB0912,VEB0935
WLV0566,DOP0562
LTS0860,NSS0876
KWC0004,BTW0005
EMW0105,ZMC0284
FMG0527,PIS0522
TLK0993,GTD0116
SMY0792,SMB0804
KAT0270,MOH0273
LBC0356,WPR0368
AIS0405,BTR0403
EMW0105,HCL0113
JJB0700,RYB0718
RZC0746,RGH0728
ARA0252,BIS0247
MTB0620,RCC0617
CAB0614,RCC0617
JKB0126,BAH0875
KCB0815,BJH0811
HCL0113,ESH0283
PGO0433,CNE0352
TSB0437,CNE0352
GKO0078,CNE0352
CIG0052,HBB0056
FKK0055,HBB0056
ABC0174,JCC0225
BBS0422,HRB0351
ARB0881,EFS0882
MFV0897,EFS0882
JCG0316,MSZ0310
EMS0317,NAF0326
MBJ0312,NAF0326
JMC0925,IYB0918
CIM0926,IYB0918
NHE0919,IYB0918
FRB0023,IYB0918
BTS0011,BXJ0010
MYD0978,BXJ0010
MGS0974,BXJ0010
XLB0710,MDM0976
RRP0568,MDM0976
AOB0019,MDM0976
KKW0879,SBN0866
KCS0173,MCJ0324
AKC0924,IYB0918
HCM0267,LDB0090
AMD0077,LDB0090
RMS0266,LDB0090
CBB0365,JLM0364
JDF0593,AJC0840
SGS0268,ROB0272
RAG0275,ROB0272
ENL0100,ROB0272
RHO0732,MLD0755
NAF0033,MCS0035
RGH0728,JOM0750
AMD0077,GKO0078
EHR0096,GKO0078
KTG0091,DVM0265
DOP0562,GAF0570
JBM0350,FSB0399
FHS0837,PMV0850
CHM0821,CAN0842
ILC0838,CAN0842
DBW0483,DDA0476
IIW0249,SSG0250
TET0621,HKR0628
ELT0769,MOP0763
RCP0785,MOP0763
ACV0812,LJT0817
TEM0977,CTA0020
AJF0370,KSP0357
BTW0005,PBP0002
COM0321,LOF0311
DTT0076,NBH0256
CJF0802,SMB0804
OCB0805,SMB0804
FDE0117,DIW0118
ASG0692,RNL0695
QNP0216,MSO0222
DFR0218,MSO0222
IAR0694,KKC0683
MBJ0312,WBC0315
MHG0733,MIC0726
KCB0815,IWM0816
EBC0390,SJO0209
MPM0220,UIR0043
ORB0473,UIR0043
IDO0176,HKI0171
LHL0309,KCS0173
SPA0141,DMG0358
DMG0358,WDD0366
JLM0364,WDD0366
TRK0914,NHE0919
FTM0406,BBS0422
WGS0516,BRB0355
KBB0189,KBP0008
ANP0555,MSS0001
RJM0381,DRR0242
OJK0233,BTN0061
UCS0227,BTN0061
DVW0103,KAT0270
HDD0789,GRM0868
SSH0799,GRM0868
WXH0872,GRM0868
TMA0069,VIA0063
LFS0071,VIA0063
ABN0239,VIA0063
CNM0800,ASB0796
RGN0408,EHB0420
RVC0232,AKR0057
CCM0136,JCR0289
JBM0350,AMW0392
JBD0616,CGA0629
RNL0695,SAC0687
HVB0037,RNP0211
HCV0478,BJH0354
HVB0037,FLM0213
FBW0747,RZC0746
SVS0871,CLF0852
KPR0497,LQC0479
SHR0334,JSH0330
FKK0055,LBH0942
PRM0740,LBH0942
DTP0379,JTS0389
SAB0781,MSO0222
KCF0045,MSO0222
KPR0497,IMB0481
DBW0483,IMB0481
MCJ0324,IMG0320
AJR0319,IMG0320
ASG0692,CAM0681
IBS0836,ADD0846
EHB0824,ADD0846
RAG0275,DVW0103
VCY0751,RGH0728
MHA0798,SVL0803
ASB0796,SVL0803
OCB0805,SVL0803
MHA0798,SVL0803
SSH0799,SVL0803
SES0477,KAT0489
IIW0249,BIS0247
JJB0127,EIP0997
BJH0354,SES0477
CIM0271,RAG0275
AOS0987,WKD0013
KJW0416,HCW0419
KJM0887,EFS0882
JHP0583,WDV0573
JIG0128,KAC0124
MSZ0310,IDO0176
MMG0943,LBH0942
CTR0697,HKB0418
SBN0866,PLH0862
WXH0872,PLH0862
HRL0540,BVC0790
EGK0893,BVC0790
QNP0216,UIR0043
TSM0927,JCR0921
FKK0055,KBC0054
SLB0049,KBC0054
HIW0536,KBC0054
HBB0056,KBC0054
AMR0318,AKW0167
FKB0163,DJB0159
SCB0534,FBW0747
CAM0102,FBW0747
RHO0732,FBW0747
JPW0741,FBW0747
UJC0737,FBW0747
AMW0392,ADC0391
JJH0292,DTP0379
DBB0384,DTP0379
JAM0382,DTP0379
KAT0489,LPC0492
GZC0735,JOM0750
ABC0253,RJB0088
EMS0317,IMG0320
QJR0688,RNL0695
MDH0686,RNL0695
WIF0691,RNL0695
MCF0327,MCJ0324
GZC0735,GMF0738
DSB0731,GMF0738
ABN0239,BYP0070
PGC0066,BYP0070
XHW0498,KPR0497
SBN0495,KPR0497
DJS0682,ATP0662
CAM0681,ATP0662
ASG0692,ATP0662
BAJ0654,UBF0645
PKB0281,RMW0542
WSR0241,PGC0066
DAL0673,FRB0023
ELH0960,TDG0962
SBH0537,CWB0065
KBS0874,FQA0854
AIH0675,IBM0671
PBP0002,MSS0001
RKD0604,AIM0627
RNF0765,SAB0781
NAH0503,MMB0488
CMM0487,MMB0488
ATE0869,SVS0871
DIB0081,ARA0252
CKB0482,CJC0494
FFC0891,ALB0892
CTA0020,HJA0018
MDM0976,HJA0018
SDF0017,HJA0018
RHP0484,NMC0486
OBH0499,NMC0486
DFR0218,JCC0225
CJP0952,ELH0960
QPM0727,MLD0755
XAA0104,ENL0100
FRB0023,BTS0011
PEV0323,RTO0313
OKC0107,CEJ0109
HCL0113,CEJ0109
SSR0278,CEJ0109
VCY0751,RGH0728
AAE0190,YIC0195
SAT0194,YIC0195
SCF0608,JJH0613
KJW0416,HRB0351
HPH0075,HRB0351
FTM0406,HRB0351
BCB0679,SEJ0677
GMF0738,HDL0748
GKO0078,XAA0104
BCM0653,GQF0659
EZT0640,GQF0659
HRL0540,GQF0659
RMW0542,BMC0547
KMW0545,BMC0547
GTD0898,EJW0884
SED0886,EJW0884
IBM0671,SIJ0661
CNB0900,SED0886
PTH0552,HIW0536
CIG0052,HIW0536
KMW0545,HIW0536
TAP0551,HIW0536
LBH0942,BLL0929
JJB0127,KAC0124
JIG0128,KAC0124
ONW0083,TEB0251
TET0621,DMM0623
FQA0854,OCS0865
KDS0349,HIW0536
KNB0022,BTS0011
KWC0004,BTW0005
EHR0096,XAA0104
GCC0744,VCY0751
RAG0275,ZJS0269
MOH0273,ZJS0269
RKF0164,FKB0163
TRK0914,IYB0918
TSM0927,RAW0915
ZJE0857,WXH0872
KTG0091,RMS0266
SJF0094,RMS0266
MHG0733,GQP0743
KKS0119,DIW0118
WAB0143,SPA0141
TJD0996,JIG0128
JKM0303,JNA0559
BJH0354,DGN0480
OMS0101,NCE0097
DGN0480,RBB0485
RCP0785,MOP0763
NGF0157,SRH0155
MES0407,NBC0412
DCC0160,DJB0159
DGW0752,QPM0727
EZH0736,QPM0727
BTL0226,VSA0230
XBN0229,VSA0230
MOH0273,JIM0095
BBH0810,SOF0808
TUC0632,CQW0652
SMH0291,CQW0652
HTF0641,CQW0652
QJR0688,KKC0683
IHK0841,AJC0840
KDS0349,DBB0384
WKF0012,WKD0013
KVT0028,DIC0988
AAM0658,CWB0065
CRO0027,OYM0026
SBH0537,RGG0064
TSB0437,DGF0443
CCA0046,JCC0225
KCF0045,JCC0225
DGF0443,CNE0352
OKB0439,CNE0352
HPH0075,CNE0352
AMD0077,CNE0352
NJB0243,MBJ0312
LOF0311,MBJ0312
HLM0933,VEB0935
MKL0941,VEB0935
MAH0149,CHG0146
AMH0794,CUD0795
NNA0610,LEM0605
PKB0429,BSH0445
OKB0439,BSH0445
MBG0438,BSH0445
LNS0989,DLH0029
LCB0664,GMF0738
HDL0748,GMF0738
CQH0730,GMF0738
UBF0645,YWW0660
JMW0638,YWW0660
KNW0644,YWW0660
HGH0595,WDV0573
LJJ0905,ZKS0899
EGK0893,ZKS0899
BJM0111,SDB0106
DJB0159,DRR0162
CCA0046,QNP0216
PTH0552,GCR0554
MLP0668,BDV0168
WXH0872,MHA0798
YEV0793,MHA0798
MPM0220,FAW0032
KPR0497,LQC0479
SAT0194,TOR0193
RJM0381,JTS0389
CJV0286,BBS0422
LMF0980,BTS0011
AAL0706,MAW0166
BER0314,MAW0166
NAF0326,MAW0166
COM0321,MAW0166
ZMC0284,SBN0495
CTW0500,SBN0495
CMB0912,DHM0937
HLM0933,DHM0937
DRR0162,DHM0937
IRM0931,DHM0937
SVL0940,DHM0937
NWT0098,CIM0271
GKO0078,CIM0271
CAM0102,CIM0271
CLB0774,HAH0760
PDW0259,DTT0076
DLM0051,DTT0076
KBL0260,DTT0076
CJM0521,DTT0076
AAF0791,JLM0364
BRM0995,CHG0146
PLH0862,HDD0789
WXH0872,BAH0875
LEM0605,CAA0612
WAB0143,AHC0142
RDT0424,KVS0425
ZJE0857,KVS0425
RRA0938,BLL0929
MSD0939,BLL0929
VEB0935,BLL0929
HLM0933,MSD0939
MMG0943,VEB0935
RRA0938,VEB0935
AJR0932,VEB0935
DHM0937,VEB0935
CEB0210,SJO0209
AMV0036,SJO0209
RNP0211,SJO0209
JXH0493,RHP0484
BWH0813,LCC0819
BBH0810,LCC0819
NKH0807,LCC0819
LJT0817,LCC0819
BDV0168,MAW0166
HDL0748,JOM0750
DGW0752,JOM0750
NAH0503,MMB0488
IBB0359,BKW0374
PID0426,BKW0374
JTS0389,ASL0378
WTF0387,ASL0378
MCS0035,ARL0034
ASS0206,ARL0034
DVM0265,TEM0093
HCM0267,SJF0094
LDB0090,SJF0094
NSC0597,SJF0094
LFS0071,BNG0237
DJB0159,KRG0158
SMY0792,MHA0798
HDD0806,KCB0815
HOB0994,LAF0991
BRM0995,LAF0991
JNA0559,KSH0569
IKP0472,USH0199
KRL0501,DGN0480
CWB0065,BSB0990
QNF0205,MKS0204
WBC0192,MKS0204
SLB0049,ASG0048
PTH0552,ASG0048
CAA0612,CAB0614
FRL0511,CAB0614
HAH0248,ONW0083
BXJ0010,GCL0016
LRR0148,TVS0006
HTH0007,KBP0008
HPH0075,NJB0243
HAD0246,NJB0243
PES0085,ZSK0258
RSC0089,ZSK0258
SBH0537,ZSK0258
QNP0216,ACC0042
AAM0658,TLH0648
XRS0633,TLH0648
RCP0785,WLV0566
SSG0250,TEB0251
FDE0117,JIG0128
DRR0242,GOK0238
PES0085,ABC0253
HAD0246,KWE0082
HAC0282,SSR0278
SDB0106,SSR0278
NMS0280,SSR0278
NGO0690,OLW0689
DKB0631,OSH0655
KNW0644,OSH0655
BTS0011,KNB0022
NKH0979,KNB0022
FRB0023,KNB0022
MBJ0312,IDO0176
FRB0023,LMF0980
ANP0555,KBG0549
DDA0476,MMB0488
CRK0916,TSM0927
KMS0657,BCM0653
EGK0893,XHG0902
CSJ0340,SNS0129
PBP0002,MSS0001
YIC0195,AAE0190
DOP0562,IUB0565
SNC0187,MNS0224
VTT0385,JAM0382
RFP0380,JAM0382
DLS0383,JAM0382
CAB0388,JAM0382
USH0199,CJK0200
JLM0364,SOB0360
HVF0067,GOK0238
CKB0482,KRL0501
ARA0252,HAH0248
RCC0617,WVB0539
RHO0732,GCC0744
DIC0988,DLH0029
CGB0637,UBF0645
SJF0094,KTG0091
ESJ0670,KNG0672
MCF0327,MAW0166
SGG0787,IWM0816
TEB0251,CSB0080
HCC0344,HWM0342
KDT0346,HWM0342
THR0873,WXH0872
AIS0405,JER0404
FHO0630,BAM0611
GTD0116,RHL0992
LAF0991,RHL0992
TLH0648,HRL0540
JAM0382,DTP0379
AJH0175,AKW0167
JCR0172,AKW0167
MCJ0324,AKW0167
EMS0317,AKW0167
MAW0166,AKW0167
WTF0387,JAM0382
AKC0924,HDH0928
BMM0112,QCH0110
BLB0114,QCH0110
MCF0327,SDO0170
CLH0703,SDO0170
MAD0753,GMF0738
LPC0492,NMC0486
NAR0981,JOL0024
ASG0048,SLB0049
FKK0055,SLB0049
EIM0156,LRR0148
LHL0309,MAW0166
WBC0315,MAW0166
MKW0441,EPW0434
AJF0370,FBA0348
JJH0613,RKD0604
RMW0542,KBG0549
CJC0494,NUL0471
SGB0140,SMH0291
SOF0808,LCC0819
BJH0811,LCC0819
IWM0816,LCC0819
DGW0752,FBW0747
TET0621,CSH0626
WVB0539,CSH0626
SBN0866,KKW0879
WIF0691,KKW0879
HDD0789,KKW0879
ZJE0857,KKW0879
NAF0033,LBF0214
PEV0323,LBF0214
TSM0363,WPR0368
RTO0313,WPR0368
CTR0697,BEH0615
HKR0628,BEH0615
EIS0041,QNP0216
GRM0868,QNP0216
LJB0826,RFP0380
JTS0389,RFP0380
SMB0804,CUD0795
AHM0410,LAM0911
BEH0615,CAB0614
NRO0768,BHC0665
NWT0098,ROB0272
IEB0153,KJA0152
ACC0042,FFC0891
BSH0445,DGF0443
ETR0428,DGF0443
BSA0431,DGF0443
PRM0740,RHO0732
RHY0079,HGN0287
IUY0279,BJM0111
MAH0864,DTP0379
HSB0196,SAT0194
HCS0003,KWC0004
IAR0694,DJS0682
SHW0578,DJS0682
HSB0196,SAT0194
WKF0012,TDS0984
BRB0355,ILJ0526
UJC0737,PRM0740
CSC0217,PRM0740
OCB0805,YEV0793
RAW0915,KMB0922
SBN0866,MAH0864
JJB0700,HCS0003
DGN0480,OLW0689
CCH0685,OLW0689
MDH0686,OLW0689
WKD0013,AMM0014
KVT0028,AMM0014
HCS0003,AMM0014
DBW0483,RHP0484
SES0477,RHP0484
MKW0441,RAH0440
NRO0768,CCW0031
MOH0273,GKO0078
EBC0390,VTT0385
ZDW0859,LTS0860
BTS0011,HCS0003
KWC0004,HCS0003
SOG0411,KQS0415
NDM0417,KQS0415
KAL0395,KQS0415
WPR0368,AJF0370
JRS0362,AJF0370
XHW0498,NMC0486
HDS0367,NKP0236
WSR0241,NKP0236
KBS0874,OCS0865
ZDW0859,OCS0865
SCF0608,KJS0618
JBD0616,KJS0618
RKD0604,KJS0618
HPM0986,YCE0983
HPH0075,TEB0251
CTR0341,AGB0186
GNS0178,AGB0186
TDS0984,HPM0986
MCJ0324,HPM0986
YIC0195,NJB0243
GCG0951,JPW0741
KES0729,JPW0741
DGW0752,JOM0750
SPA0141,CKH0144
WIF0691,KKC0683
AMV0036,GZC0735
DSB0731,GZC0735
MHG0733,GZC0735
JOM0750,GZC0735
QRM0739,GZC0735
SEJ0677,SIJ0661
JAV0361,TSM0363
DMG0358,TSM0363
CCM0855,SAP0867
THR0873,SAP0867
ANP0555,GCR0554
HOB0994,BRM0995
VSA0230,ENC0234
CGB0637,VLB0647
SLB0049,DLM0051
BDV0168,NAF0326
ABC0253,PDW0259
KJS0618,BEH0615
CUD0795,OCB0805
HCV0478,DGN0480
OBH0499,DGN0480
HKR0628,LLV0602
KJS0618,LLV0602
HSD0457,ORB0473
NCE0097,XAA0104
MHG0733,RGH0728
CQH0730,RGH0728
XBN0229,RVC0232
CAA0612,AIM0627
KJG0910,DIB0081
BJH0354,CKB0482
KDS0349,RJM0381
MAW0166,KCS0173
MHH0180,DOL0332
CCM0855,IJW0851
SAP0867,IJW0851
SVS0871,IJW0851
KCO0122,LAF0991
WAS0254,DPS0262
JPA0667,AIH0675
KSP0357,SAK0375
JRG0207,RNP0211
MAH0864,FGW0853
CSP0197,HSB0196
LOF0311,RTO0313
AOB0019,GLR0975
BXJ0010,GLR0975
IKP0472,GLR0975
BLS0678,JPA0667
CCW0031,JRG0207
SJO0209,JRG0207
MAD0753,QRM0739
HJB0742,QRM0739
NAF0033,LBF0214
UFK0208,LBF0214
RKD0604,CAB0614
WVB0539,CAB0614
PKB0281,DIB0285
HCL0113,DIB0285
BVN0514,DIB0285
LPC0492,XHW0498
WXH0872,HDD0789
KBS0874,HDD0789
SBN0866,PLH0862
WDO0870,PLH0862
AHC0142,CKH0144
COM0321,PEV0323
ABC0174,PEV0323
KLM0639,EZT0640
GLR0975,MGS0974
ARL0034,GCC0744
SLT0907,GCC0744
FBA0348,JAV0361
KSP0357,JAV0361
BKW0374,JAV0361
ALH0402,SRH0155
TJD0996,EIP0997
TDJ0998,EIP0997
JIG0128,EIP0997
RVC0232,JLW0053
BTL0226,JLW0053
UAD0771,JLW0053
MKP0861,SAP0867
MBR0724,HTH0007
PID0426,ETR0428
CNE0352,ETR0428
EGK0893,CLD0894
TTD1000,JJB0127
HDD0789,GRM0868
BVN0514,LQP0508
ASG0048,KWC0004
ESH0283,BLB0114
SSR0278,BLB0114
HCL0113,BLB0114
BIH0745,PRM0740
JRL0574,JPW0741
CIG0052,SLB0049
BVC0790,SBK0161
HDD0789,SER0165
HSB0196,YIC0195
EJW0884,ALB0892
ZJE0857,CCR0863
ONL0276,EHR0096
BJH0354,SER0165
TUC0632,TLH0648
OSH0655,TLH0648
VLB0647,TLH0648
DKB0631,TLH0648
UCS0227,OJK0233
THR0873,IWM0816
ALD0544,KRM0541
VMJ0546,KRM0541
MSO0222,MDM0625
CGA0629,BEH0615
NNA0610,BEH0615
GMF0738,JOM0750
GQF0659,KNW0644
DKB0631,KNW0644
DGW0752,JPW0741
LHN0151,RDM0150
IEB0153,KJA0152
KPC0073,VIA0063
AJR0932,MKL0941
CAB0614,LCD0622
BAM0611,AIM0627
KES0729,AIM0627
LLV0602,AIM0627
IBP0883,WNB0908
WIF0691,OLW0689
DAG0558,SBH0537
CGA0629,LLV0602
HAV0121,GTD0116
AKC0924,HDH0928
NRO0768,QSV0778
PAD0773,QSV0778
BHC0665,QSV0778
KCO0122,QSV0778
IJW0851,RLG0856
ACC0042,BBS0039
RVC0232,SRS0231
ENC0234,SRS0231
CSC0217,BAL0044
HKF0831,IBS0836
TVS0006,MSS0001
KAT0270,SGS0268
FDE0117,KAC0124
SAA0999,KAC0124
DLH0029,LNS0989
RHP0484,KAT0489
SES0477,KAT0489
FQA0854,NSS0876
CCR0863,NSS0876
HDD0789,NSS0876
AJF0370,CBB0365
KRM0541,RMW0542
KAT0270,MOH0273
ASB0796,MHA0798
MSS0001,HTH0007
CTW0500,BJH0354
CMM0487,BJH0354
AAM0658,RLG0856
ZJE0857,BMS0877
MBJ0312,BER0314
HAM0985,HPM0986
SNS0129,DIW0118
BTW0005,DIW0118
LJT0817,HDD0806
AIM0627,HKR0628
HPH0075,TEB0251
HDS0367,TSM0363
HSB0196,SAT0194
DIW0118,BTW0005
AOK0844,BIH0745
BVC0790,BRB0355
GCS0518,BRB0355
ILJ0526,BRB0355
IBB0359,SOB0360
MNS0224,JCC0225
KJP0371,DIB0081
BXJ0010,TEM0977
HJA0018,TEM0977
CTA0020,TEM0977
CCW0031,AMV0036
RCC0617,BJW0619
TOR0193,BJW0619
RKD0604,BJW0619
HOB0994,COF0120
SDO0170,CPG0322
CLD0894,CPG0322
NSS0876,BAH0875
RUM0880,BAH0875
PLH0862,BAH0875
UJC0737,OLB0749
IDO0176,AMR0318
JCG0316,AMR0318
AJR0319,AMR0318
EIS0041,UIR0043
HCS0003,KWC0004
DLM0051,KWC0004
TVS0006,KWC0004
JBD0616,BJW0619
LHB0606,BJW0619
CAB0614,BJW0619
DGN0480,CMM0487
NRO0768,EMW0772
KES0729,EZH0736
YWW0660,LNR0656
AMH0464,MLG0475
CRP0456,MLG0475
ASG0692,SAC0687
OLW0689,SAC0687
AQD0820,SOF0808
BBH0810,SOF0808
HCS0003,KBP0008
LUR0896,KBP0008
ASG0692,KBP0008
SJO0209,FLM0213
ARA0252,SMW0084
DIB0081,SMW0084
OBH0499,CWR0502
NAH0503,KRV0372
TSM0363,KRV0372
MIC0726,CQH0730
DSB0731,CQH0730
AMD0077,CFW0264
TSM0927,JMC0925
IYB0918,JMC0925
BBS0039,FAW0032
EMS0317,COM0321
CAC0889,EJW0884
OBH0499,MAD0496
LQC0479,MAD0496
IRT0491,MAD0496
BJW0619,NNA0610
CAA0612,NNA0610
GBM0603,NNA0610
ENC0234,OJK0233
NCK0295,EHB0824
AKH0758,HAH0760
FKB0163,RKF0164
LCB0664,GMF0738
CWB0065,BSB0990
WTF0387,JAM0382
LNS0989,AMM0014
FUM0015,AMM0014
HCS0003,AMM0014
IMB0481,BEC0505
MIC0726,PRM0740
AMM0014,LNS0989
ADF0397,FSB0399
MHG0733,GMF0738
NRD0548,HIW0536
CRO0027,PAD0773
JNJ0556,PMJ0564
QRM0739,BRS0734
WNB0908,MJS0890
THR0873,ATE0869
NHE0919,CRK0916
RHY0079,AJD0074
HKR0628,CAB0614
AJN0607,CAB0614
PGO0433,RAH0440
CNE0352,RAH0440
OKB0439,RAH0440
EPW0434,RAH0440
OSH0655,UBF0645
SBK0161,ETR0177
HRL0540,ETR0177
BVC0790,ETR0177
BRB0355,ETR0177
DZC0228,UCS0227
RVC0232,UCS0227
BTN0061,UCS0227
TQS0212,LBF0214
HRB0351,GKO0078
KBP0008,KWC0004
ASG0048,KWC0004
BTW0005,KWC0004
MSH0040,JCC0225
MIL0255,ABC0253
TJD0996,JKB0126
GCG0951,SRH0155
SJW0451,ARL0034
ASS0206,ARL0034
FLM0213,ARL0034
JRG0207,ARL0034
RGN0408,NBC0412
MES0407,NBC0412
OKB0439,PID0426
ETR0428,PID0426
JDC0030,FBA0348
AJR0319,MCF0327
HAH0760,HRL0540
KMS0657,HRL0540
DDM0579,MJB0588
PKB0429,BSA0431
RAS0432,BSA0431
CJV0286,CEJ0109
LDM0587,HGH0595
JDF0593,HGH0595
MKL0941,IRM0931
NCK0421,EHB0420
WGR0833,PTH0830
RSM0277,ROB0272
UIR0043,MPM0220
CSC0217,MPM0220
